sample,relpath,obfuscation_transformation,mutant_id,size_orig,size_obf,call_ind_orig,call_ind_obf,max_nesting_orig,max_nesting_obf,obf_time,valid_orig,valid_obf,run_time_orig,run_orig,run_time_obf,run_obf,disassembly_ok_orig,disassembly_ok_obf,wat_similarity,cfg_similarity,func_symbols_orig,func_symbols_obf,type_symbols_orig,type_symbols_obf,spec_valid_orig,spec_valid_obf,semantic_equivalence_bool,spec_violation_count,undefined_behavior_risk,spec_errors_orig,spec_errors_obf
13.wasm,13.wasm,data_encryption,mut8,70111,77690,3,3,6,274,6855.69,yes,yes,87.08,ok,328.72,err,yes,yes,96.1,100.0,8,8,42,44,yes,no,no,1,yes,,file_not_found
13.wasm,13.wasm,import_insertion,mut1,70111,72575,3,3,6,6,6141.03,yes,yes,87.08,ok,329.97,err,yes,yes,94.91,100.0,8,8,42,139,yes,no,no,1,yes,,file_not_found
13.wasm,13.wasm,data_insertion,mut7,70111,579157,3,3,6,335,7981.72,yes,yes,87.08,ok,358.88,err,yes,yes,58.51,100.0,8,8,42,42,yes,no,no,1,yes,,file_not_found
3.wasm,3.wasm,nop_insertion,mut9,79883,113164,6,6,8,8,15839.08,yes,yes,103.68,ok,331.81,err,yes,yes,75.59,100.0,8,8,78,78,yes,no,no,1,yes,,file_not_found
13.wasm,13.wasm,global_insertion,mut4,70111,71057,3,3,6,6,6093.59,yes,yes,87.08,ok,326.12,err,yes,yes,99.51,100.0,8,8,42,42,yes,no,no,1,yes,,file_not_found
13.wasm,13.wasm,direct_to_indirect,mut12,70111,70668,3,176,6,6,6476.44,yes,yes,87.08,ok,339.75,err,yes,yes,99.21,100.0,8,8,42,215,yes,no,no,1,yes,,file_not_found
13.wasm,13.wasm,add_sub_transformation,mut13,70111,70113,3,3,6,6,6611.71,yes,yes,87.08,ok,335.31,err,yes,yes,99.99,100.0,8,8,42,42,yes,no,no,1,yes,,file_not_found
13.wasm,13.wasm,function_body_cloning,mut3,70111,131022,3,6,6,6,6248.63,yes,yes,87.08,ok,404.75,err,yes,yes,59.47,100.0,8,8,42,75,yes,no,no,1,yes,,file_not_found
13.wasm,13.wasm,eqz_transformation,mut15,70111,70208,3,3,6,6,5638.14,yes,yes,87.08,ok,342.69,err,yes,yes,99.89,100.0,8,8,42,42,yes,no,no,1,yes,,file_not_found
worker_profiled.wasm,worker_profiled.wasm,constant_value_transformation,mut19,94270,131174,2,2,6,6,8959.54,yes,yes,104.83,ok,347.81,err,yes,yes,82.09,100.0,13,13,46,46,yes,no,no,1,yes,,file_not_found
13.wasm,13.wasm,function_insertion,mut2,70111,93805,3,3,6,6,6843.54,yes,yes,87.08,ok,408.59,err,yes,yes,51.03,100.0,8,8,42,142,yes,no,no,1,yes,,file_not_found
9.wasm,9.wasm,function_sig_insertion,mut0,77572,78787,6,6,10,10,6739.95,yes,yes,95.59,ok,426.13,err,yes,yes,99.46,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
nightcrypto_yara.wasm,nightcrypto_yara.wasm,mba_transformation,mut17,68796,123925,6,6,6,6,7362.91,yes,yes,104.37,ok,418.82,err,yes,yes,61.83,100.0,23,23,83,83,yes,no,no,1,yes,,file_not_found
3.wasm,3.wasm,constant_value_splitting,mut18,79883,100068,6,6,8,8,7262.48,yes,yes,103.68,ok,344.19,err,yes,yes,67.86,100.0,8,8,78,78,yes,no,no,1,yes,,file_not_found
9.wasm,9.wasm,element_insertion,mut5,77572,78415,6,6,10,10,6836.28,yes,yes,95.59,ok,388.97,err,yes,yes,99.66,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
9.wasm,9.wasm,export_insertion,mut6,77572,80946,6,6,10,10,6640.87,yes,yes,95.59,ok,402.45,err,yes,yes,99.62,100.0,7,107,79,79,yes,no,no,1,yes,,file_not_found
9.wasm,9.wasm,data_insertion,mut7,77572,167291,6,6,10,55,6703.95,yes,yes,95.59,ok,376.71,err,yes,yes,90.27,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
9.wasm,9.wasm,function_body_cloning,mut3,77572,143442,6,12,10,10,6620.61,yes,yes,95.59,ok,419.89,err,yes,yes,12.55,100.0,7,7,79,144,yes,no,no,1,yes,,file_not_found
13.wasm,13.wasm,offset_expansion,mut16,70111,78067,3,3,6,6,6791.65,yes,yes,87.08,ok,340.71,err,yes,yes,87.59,100.0,8,8,42,42,yes,no,no,1,yes,,file_not_found
9.wasm,9.wasm,global_insertion,mut4,77572,78515,6,6,10,10,6877.36,yes,yes,95.59,ok,406.52,err,yes,yes,99.56,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
9.wasm,9.wasm,data_encryption,mut8,77572,85395,6,6,10,263,7033.47,yes,yes,95.59,ok,318.88,err,yes,yes,96.14,100.0,7,7,79,81,yes,no,no,1,yes,,file_not_found
9.wasm,9.wasm,import_insertion,mut1,77572,80088,6,6,10,10,6557.73,yes,yes,95.59,ok,438.52,err,yes,yes,96.81,100.0,7,7,79,178,yes,no,no,1,yes,,file_not_found
11.wasm,11.wasm,constant_value_transformation,mut19,103520,132665,7,7,8,8,7432.2,yes,yes,120.13,ok,347.09,err,yes,yes,86.4,100.0,5,5,95,95,yes,no,no,1,yes,,file_not_found
7.wasm,7.wasm,constant_value_transformation,mut19,77572,102082,6,6,10,10,6894.66,yes,yes,105.7,ok,313.43,err,yes,yes,85.02,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
13.wasm,13.wasm,shift_transformation,mut14,70111,76251,3,3,6,6,7369.36,yes,yes,87.08,ok,380.85,err,yes,yes,57.98,100.0,8,8,42,42,yes,no,no,1,yes,,file_not_found
5.wasm,5.wasm,mba_transformation,mut17,77572,143649,6,6,10,10,8301.83,yes,yes,99.44,ok,447.96,err,yes,yes,65.31,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
7.wasm,7.wasm,nop_insertion,mut9,77572,110709,6,6,10,10,17992.34,yes,yes,105.7,ok,307.94,err,yes,yes,75.85,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
